COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
PRT,Portugal,ELV_PM,Emission limit values PM,2003,2003,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2004,2004,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2005,2005,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2006,2006,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2007,2007,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2008,2008,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2009,2009,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2010,2010,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2011,2011,IDX,Index,0,Units,,,2,,
PRT,Portugal,ELV_PM,Emission limit values PM,2012,2012,IDX,Index,0,Units,,,2,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,5,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2013,2013,IDX,Index,0,Units,,,6,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2014,2014,IDX,Index,0,Units,,,6,,
DEU,Germany,ELV_NOX,Emission limit values NOx,2015,2015,IDX,Index,0,Units,,,6,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1990,1990,IDX,Index,0,Units,,,0,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1991,1991,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1992,1992,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1993,1993,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1994,1994,IDX,Index,0,Units,,,4,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1995,1995,IDX,Index,0,Units,,,4,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1996,1996,IDX,Index,0,Units,,,4,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1997,1997,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1998,1998,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,1999,1999,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2000,2000,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2001,2001,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2002,2002,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2003,2003,IDX,Index,0,Units,,,5,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2004,2004,IDX,Index,0,Units,,,4,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2005,2005,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2006,2006,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2007,2007,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2008,2008,IDX,Index,0,Units,,,2,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2009,2009,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2010,2010,IDX,Index,0,Units,,,3,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2011,2011,IDX,Index,0,Units,,,2,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2012,2012,IDX,Index,0,Units,,,2,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2013,2013,IDX,Index,0,Units,,,2,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2014,2014,IDX,Index,0,Units,,,2,,
DEU,Germany,FIT_WIND,Feed-in Tariffs Wind,2015,2015,IDX,Index,0,Units,,,2,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,0,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,1,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,1,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,5,,
SWE,Sweden,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,5,,
DNK,Denmark,ELV_PM,Emission limit values PM,1990,1990,IDX,Index,0,Units,,,0,,
DNK,Denmark,ELV_PM,Emission limit values PM,1991,1991,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1992,1992,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1993,1993,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1994,1994,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1995,1995,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1996,1996,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1997,1997,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1998,1998,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,1999,1999,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,2000,2000,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,2001,2001,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,2002,2002,IDX,Index,0,Units,,,1,,
DNK,Denmark,ELV_PM,Emission limit values PM,2003,2003,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2004,2004,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2005,2005,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2006,2006,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2007,2007,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2008,2008,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2009,2009,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2010,2010,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2011,2011,IDX,Index,0,Units,,,2,,
DNK,Denmark,ELV_PM,Emission limit values PM,2012,2012,IDX,Index,0,Units,,,2,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,0,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,0,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,0,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,0,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,1,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,5,,
SVN,Slovenia,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,5,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1990,1990,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1991,1991,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1992,1992,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1993,1993,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1994,1994,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1995,1995,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1996,1996,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1997,1997,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1998,1998,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,1999,1999,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2000,2000,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2001,2001,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2002,2002,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2003,2003,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2004,2004,IDX,Index,0,Units,,,0,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2005,2005,IDX,Index,0,Units,,,1,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2006,2006,IDX,Index,0,Units,,,1,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2007,2007,IDX,Index,0,Units,,,1,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2008,2008,IDX,Index,0,Units,,,1,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2009,2009,IDX,Index,0,Units,,,2,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2010,2010,IDX,Index,0,Units,,,2,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2011,2011,IDX,Index,0,Units,,,3,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2012,2012,IDX,Index,0,Units,,,3,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2013,2013,IDX,Index,0,Units,,,3,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2014,2014,IDX,Index,0,Units,,,3,,
ITA,Italy,TRADESCH_EEF,Trading Schemes White Certificates,2015,2015,IDX,Index,0,Units,,,4,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1990,1990,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1991,1991,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1992,1992,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1993,1993,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1994,1994,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1995,1995,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1996,1996,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1997,1997,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1998,1998,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,1999,1999,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2000,2000,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2001,2001,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2002,2002,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2003,2003,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2004,2004,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2005,2005,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2006,2006,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2007,2007,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2008,2008,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2009,2009,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2010,2010,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2011,2011,IDX,Index,0,Units,,,0,,
FIN,Finland,FIT_SOLAR,Feed-in Tariffs Solar,2012,2012,IDX,Index,0,Units,,,0,,
POL,Poland,EPS_MKT,Market EPS,1990,1990,IDX,Index,0,Units,,,0.416666657,,
POL,Poland,EPS_MKT,Market EPS,1991,1991,IDX,Index,0,Units,,,0.333333343,,
POL,Poland,EPS_MKT,Market EPS,1992,1992,IDX,Index,0,Units,,,0.416666657,,
POL,Poland,EPS_MKT,Market EPS,1993,1993,IDX,Index,0,Units,,,0.5,,
POL,Poland,EPS_MKT,Market EPS,1994,1994,IDX,Index,0,Units,,,0.5,,
POL,Poland,EPS_MKT,Market EPS,1995,1995,IDX,Index,0,Units,,,0.5,,
POL,Poland,EPS_MKT,Market EPS,1996,1996,IDX,Index,0,Units,,,0.5,,
POL,Poland,EPS_MKT,Market EPS,1997,1997,IDX,Index,0,Units,,,0.5,,
POL,Poland,EPS_MKT,Market EPS,1998,1998,IDX,Index,0,Units,,,0.583333314,,
POL,Poland,EPS_MKT,Market EPS,1999,1999,IDX,Index,0,Units,,,0.583333314,,
POL,Poland,EPS_MKT,Market EPS,2000,2000,IDX,Index,0,Units,,,0.583333314,,
POL,Poland,EPS_MKT,Market EPS,2001,2001,IDX,Index,0,Units,,,1,,
POL,Poland,EPS_MKT,Market EPS,2002,2002,IDX,Index,0,Units,,,1,,
POL,Poland,EPS_MKT,Market EPS,2003,2003,IDX,Index,0,Units,,,1,,
POL,Poland,EPS_MKT,Market EPS,2004,2004,IDX,Index,0,Units,,,1.166666627,,
POL,Poland,EPS_MKT,Market EPS,2005,2005,IDX,Index,0,Units,,,1.633333325,,
POL,Poland,EPS_MKT,Market EPS,2006,2006,IDX,Index,0,Units,,,1.899999976,,
POL,Poland,EPS_MKT,Market EPS,2007,2007,IDX,Index,0,Units,,,1.533333302,,
POL,Poland,EPS_MKT,Market EPS,2008,2008,IDX,Index,0,Units,,,1.899999976,,
POL,Poland,EPS_MKT,Market EPS,2009,2009,IDX,Index,0,Units,,,2.166666746,,
POL,Poland,EPS_MKT,Market EPS,2010,2010,IDX,Index,0,Units,,,2.166666746,,
POL,Poland,EPS_MKT,Market EPS,2011,2011,IDX,Index,0,Units,,,2.166666746,,
POL,Poland,EPS_MKT,Market EPS,2012,2012,IDX,Index,0,Units,,,1.899999976,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,0,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,1,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,5,,
PRT,Portugal,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,5,,
FRA,France,TAXSOX,Tax SOx,1990,1990,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1991,1991,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1992,1992,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1993,1993,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1994,1994,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1995,1995,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1996,1996,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1997,1997,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1998,1998,IDX,Index,0,Units,,,0,,
FRA,France,TAXSOX,Tax SOx,1999,1999,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2000,2000,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2001,2001,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2002,2002,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2003,2003,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2004,2004,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2005,2005,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2006,2006,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2007,2007,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2008,2008,IDX,Index,0,Units,,,1,,
FRA,France,TAXSOX,Tax SOx,2009,2009,IDX,Index,0,Units,,,2,,
FRA,France,TAXSOX,Tax SOx,2010,2010,IDX,Index,0,Units,,,2,,
FRA,France,TAXSOX,Tax SOx,2011,2011,IDX,Index,0,Units,,,2,,
FRA,France,TAXSOX,Tax SOx,2012,2012,IDX,Index,0,Units,,,2,,
FRA,France,TAXSOX,Tax SOx,2013,2013,IDX,Index,0,Units,,,2,,
FRA,France,TAXSOX,Tax SOx,2014,2014,IDX,Index,0,Units,,,3,,
FRA,France,TAXSOX,Tax SOx,2015,2015,IDX,Index,0,Units,,,3,,
SVN,Slovenia,EPS,Environmental Policy Stringency,2008,2008,IDX,Index,0,Units,,,1.637500048,,
SVN,Slovenia,EPS,Environmental Policy Stringency,2009,2009,IDX,Index,0,Units,,,1.850000024,,
SVN,Slovenia,EPS,Environmental Policy Stringency,2010,2010,IDX,Index,0,Units,,,2.458333492,,
SVN,Slovenia,EPS,Environmental Policy Stringency,2011,2011,IDX,Index,0,Units,,,2.416666508,,
SVN,Slovenia,EPS,Environmental Policy Stringency,2012,2012,IDX,Index,0,Units,,,2.283333302,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1990,1990,IDX,Index,0,Units,,,1,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1991,1991,IDX,Index,0,Units,,,1,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1992,1992,IDX,Index,0,Units,,,1,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1993,1993,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1994,1994,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1995,1995,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1996,1996,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1997,1997,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1998,1998,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,1999,1999,IDX,Index,0,Units,,,1.125,,
BEL,Belgium,EPS_NMKT,Non-market EPS,2000,2000,IDX,Index,0,Units,,,1.375,,
BEL,Belgium,EPS_NMKT,Non-market EPS,2001,2001,IDX,Index,0,Units,,,1.875,,
BEL,Belgium,EPS_NMKT,Non-market EPS,2002,2002,IDX,Index,0,Units,,,1.875,,
BEL,Belgium,EPS_NMKT,Non-market EPS,2003,2003,IDX,Index,0,Units,,,1.875,,
BEL,Belgium,EPS_NMKT,Non-market EPS,2004,2004,IDX,Index,0,Units,,,3.5,,
